代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
PA202Q03DA,PA202,,,,Do the following statements apply to you?,,I set up filters to prevent my child from accessing inappropriate content online.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA202Q04DA,PA202,,,,Do the following statements apply to you?,,My child can use <digital resources> without any restriction.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA202Q05DA,PA202,,,,Do the following statements apply to you?,,I talk to my child about what he/she does on the internet.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA202Q06DA,PA202,,,,Do the following statements apply to you?,,I encourage my child to explore and learn things on the Internet.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA203Q01DA,PA203,,,,To what extent do you agree or disagree with the following statements?,,Parents should use <digital resources> to communicate with their child's teachers and school.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA203Q02DA,PA203,,,,To what extent do you agree or disagree with the following statements?,,Schools should allow parents to track the progress of their children at school using <digital resources>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA203Q03DA,PA203,,,,To what extent do you agree or disagree with the following statements?,,Schools should put a strong focus on teaching programming and computer science.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA203Q04DA,PA203,,,,To what extent do you agree or disagree with the following statements?,,Schools should put a strong focus on teaching students how to assess the quality of information online.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA203Q05DA,PA203,,,,To what extent do you agree or disagree with the following statements?,,Schools should put a strong focus on teaching students how to use <digital resources> safely and ethically.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q01DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child is curious to learn new things on his/her school subjects.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q02DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child is good at learning new things on his/her own.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q03DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child asks questions whenever he/she does not understand something.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q04DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,"My child is good at managing his/her emotions when learning (e.g., frustration, anxiety, boredom).",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q07DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child tries to find solutions to school assignments on his/her own before asking for help.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q08DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child welcomes comments from me on his/her work.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA204Q09DA,PA204,,,,To what extent do you agree or disagree with the following statements about your child?,,My child is attentive to the feedback he/she receives from teachers.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA205Q01DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,在網路上搜尋並找到相關資訊,Search for and find relevant information online,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=15.83 | 有時=44.05 | 經常=24.03 | 非常經常=16.09,從不或幾乎從不=12.33 | 有時=31.29 | 經常=34.33 | 非常經常=22.04,Table I.B1.4.67
PA205Q02DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,Assess the quality of information you find online,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=28.86 | 有時=41.05 | 經常=19.47 | 非常經常=10.62,從不或幾乎從不=21.95 | 有時=38.32 | 經常=27.89 | 非常經常=11.85,Table I.B1.4.67
PA205Q03DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,"Write or edit text for a formal document such as a CV (e.g. using <Google® Docs™>, <Microsoft® Word>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,,,Table I.B1.4.67
PA205Q04DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,製作多媒體簡報（含聲音、圖片或影片）,"Create a multi-media presentation (with sound, pictures, or video)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=33.05 | 有時=42.4 | 經常=15.49 | 非常經常=9.06,從不或幾乎從不=26.93 | 有時=36.75 | 經常=24.13 | 非常經常=12.19,Table I.B1.4.67
PA205Q05DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,"Create or edit videos (e.g. <iMovie, Final Cut Pro, InShot>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=50.32 | 有時=34.99 | 經常=9.26 | 非常經常=5.43,從不或幾乎從不=49.94 | 有時=29.74 | 經常=14.02 | 非常經常=6.3,Table I.B1.4.67
PA205Q06DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,"Create or edit music (e.g. <Audacity, GarageBand>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=59.36 | 有時=29.49 | 經常=7.18 | 非常經常=3.97,從不或幾乎從不=64.67 | 有時=21.56 | 經常=9.53 | 非常經常=4.25,Table I.B1.4.67
PA205Q07DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,"Create a computer program (e.g., in <Scratch>, <Python>, <Java>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,,,Table I.B1.4.67
PA205Q08DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,蒐集與記錄資料（例如用資料記錄器、〈Access〉、〈Google 表單〉、〈Excel〉）,"Collect and record data (e.g., using data loggers, <Microsoft® Access™>, <Google® Form>, <Excel>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=52.48 | 有時=33.62 | 經常=9.01 | 非常經常=4.89,從不或幾乎從不=45.24 | 有時=31.36 | 經常=16.93 | 非常經常=6.46,Table I.B1.4.67
PA205Q09DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,建立或編輯網頁（例如用〈WordPress〉）,Build or edit a webpage (e.g. using <WordPress>),I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=66.17 | 有時=24.38 | 經常=6.13 | 非常經常=3.31,從不或幾乎從不=66.25 | 有時=20.03 | 經常=9.76 | 非常經常=3.96,Table I.B1.4.67
PA205Q10DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,"Create shared documents for collaboration with others (e.g. using <Google® Docs™, Dropbox>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=37.05 | 有時=37.7 | 經常=16.57 | 非常經常=8.68,從不或幾乎從不=39.37 | 有時=27.94 | 經常=21.39 | 非常經常=11.29,Table I.B1.4.67
PA205Q11DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,Use drawing or graphic software and applications,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,,,Table I.B1.4.67
PA205Q12DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,,Explain how my personal data are being collected and shared by any particular app or website,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,,,Table I.B1.4.67
PA205Q13DA,PA205,運用數位資源完成的學習任務,School tasks involving digital resources,你使用〈數位資源〉完成下列任務的能力如何？,To what extent are you able to do the following tasks using <digital resources>?,評估 AI 聊天機器人（例如〈ChatGPT〉、〈Google Bard〉）產生的資訊品質,"Assess the quality of information generated by Artificial Intelligence chatbots (e.g. <ChatGPT>, <Google Bard>)",I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,I cannot do this | I struggle to do this on my own | I can do with a bit of effort | I can easily do this | I don’t know what this is,從不或幾乎從不=34.13 | 有時=33.33 | 經常=18.39 | 非常經常=14.15,從不或幾乎從不=37.39 | 有時=28.52 | 經常=20.6 | 非常經常=13.49,Table I.B1.4.67
PA401Q01DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我的孩子表現好時，我會告訴他／她是因為努力。,When my child does well I tell them they worked hard.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,… strongly disagree or disagree (A)=43.62 | … agree or strongly agree (B)=45.64,… strongly disagree or disagree (A)=66.22 | … agree or strongly agree (B)=70.9,Table I.B1.3.24
PA401Q02DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,如果我的孩子表現好，我會告訴他／她有多聰明。,"If my child does well, I tell them how smart they are.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,… strongly disagree or disagree (A)=42.11 | … agree or strongly agree (B)=46.21,… strongly disagree or disagree (A)=70.85 | … agree or strongly agree (B)=70.46,Table I.B1.3.24
PA401Q03DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,,"Even if my child does poorly in a subject, I would still believe in and respect my child.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.24
PA401Q04DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,,"If my child did well, I would be proud of how hard they tried.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.3.24
PA401Q05DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,如果我的孩子表現不好，我會幫助他／她理解可以怎麼做才會成功。,"If my child did poorly, I would help them understand what they could do differently to succeed.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,… strongly disagree or disagree (A)=45.89 | … agree or strongly agree (B)=45.55,… strongly disagree or disagree (A)=68.11 | … agree or strongly agree (B)=70.79,Table I.B1.3.24
PA401Q06DA,PA401,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,如果我的孩子表現不好，那代表他／她不夠努力。,"If my child does poorly, it means they didn’t try enough.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,… agree or strongly agree (A)=46.01 | … strongly disagree or disagree (B)=45.21,… agree or strongly agree (A)=68.49 | … strongly disagree or disagree (B)=72.39,Table I.B1.3.24
